outlet_title,average_rating,total_reviews,city,state,country_code,pincode,phone,street_address,latitude,longitude,google_maps_url,is_active
Barbeque Nation Mumbai Kurla,4.3,4663,Mumbai,Maharashtra,IN,400070,+91 80 6405 8002,"Unit S - 49 , 50, Lal Bahadur Shastri Marg",19.0862367,72.8888219,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20Mumbai%20Kurla&query_place_id=ChIJE81GBI3I5zsR_WbE_9mCe4o,True
Barbeque Nation - BKC Trade Center,4.0,1860,Mumbai,Maharashtra,IN,400098,+91 80 6405 8002,"Ground Floor, Trade Centre Bkc, 309",19.0727047,72.8709086,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20BKC%20Trade%20Center&query_place_id=ChIJ36H6wH_J5zsRvRXnivhPlUM,True
"Barbeque Nation - Mumbai - Times Square, Sakinaka",4.2,8532,Mumbai,Maharashtra,IN,400044,+91 80 6405 8002,"Times Square, 3, Ground Tower A Time Square Building Andheri - Kurla Road Sakinaka",19.1081558,72.8841001,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Times%20Square%2C%20Sakinaka&query_place_id=ChIJufAK2mzI5zsR0gOEoEPuI4U,True
"Barbeque Nation - Mindspace Fusion, Airoli",4.2,250,Navi Mumbai,Maharashtra,IN,400708,+91 80 6405 8002,"MINDSPACE AIROLI EAST, Mind Space Fusion FNB, 9 & 10, Airoli Knowledge Park Rd",19.1607519,73.0007171,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mindspace%20Fusion%2C%20Airoli&query_place_id=ChIJYcE4Tum55zsR8L_1JvRWvJY,True
Barbeque Nation - Mumbai - Ghodbunder Road,4.3,7389,"Mumbai, Thane",Maharashtra,IN,400615,+91 80 6405 8002,"4th Floor, Rosa Vista Maharashtra State Highway 42 opposite suraj Water Park Kavesar, Thane West Thane, Ghodbunder Rd",19.2558267,72.9716863,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Ghodbunder%20Road&query_place_id=ChIJlaFtIZW75zsRuiYYCaRchdA,True
Barbeque Nation - Hyderabad - Miyapur,4.1,1688,"Miyapur, Hyderabad",Telangana,IN,500049,+91 80 6405 8003,"part, 4th floor, Gsm Mall, survey no.99 part A & 100, opp. to My Home Jewels Apartments",17.4960923,78.3355025,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Hyderabad%20-%20Miyapur&query_place_id=ChIJfTXgAFKTyzsR69kDPPdfQoQ,True
Barbeque Nation,4.1,1095,Hyderabad,Telangana,IN,500032,+91 80 6405 8003,"in Plot No.2, in Phase 1 of Hyberabad, C9MJ+WXX Shop No.4 & 6, part of Unit 2B, No.83/1, Knowledge City Rd",17.4350241,78.3826217,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJxc5yBACTyzsR61Ldj_HoqW4,True
Dumsafar Biryani by Barbeque Nation - Banjara Hill,3.7,3,Hyderabad,Telangana,IN,500034,+91 70241 73288,"3 5, 1st Floor, ANR Centre, Road No.1 Plot No.6, 249, Road No. 1",17.4152102,78.4503027,https://www.google.com/maps/search/?api=1&query=Dumsafar%20Biryani%20by%20Barbeque%20Nation%20-%20Banjara%20Hill&query_place_id=ChIJB0LoCuKXyzsRhVPueJY5JVo,True
Barbeque Nation - Hyderabad - AS Rao Nagar,4.3,5927,Secunderabad,Telangana,IN,500062,+91 80 6405 8003,"3rd Floor, RD Mall, Plot No A3, next to Poulami Hospital",17.4824624,78.5531081,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Hyderabad%20-%20AS%20Rao%20Nagar&query_place_id=ChIJYd1G9pWbyzsRpNpnXQ3793o,True
Barbeque Nation - Kadapa,4.6,1405,Kadapa,Andhra Pradesh,IN,516001,+91 80 6263 9001,"3rd Floor RSR Square Mall, Sandhya Circle, 1/700, Railway Station Rd",14.4633896,78.8235411,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kadapa&query_place_id=ChIJZdjp9ClzszsRlpWUebyU0Qw,True
Dumsafar Biryani by Barbeque Nation- ABIDS,5.0,3,Hyderabad,Telangana,IN,500001,+91 70241 73288,"3Rd Floor, City Plaza Building, opposite St. George Grammar School",17.392292,78.475965,https://www.google.com/maps/search/?api=1&query=Dumsafar%20Biryani%20by%20Barbeque%20Nation-%20ABIDS&query_place_id=ChIJJ2tL8LmZyzsRfjZbTUAPYdI,True
Barbeque Nation,4.2,8310,Thane,Maharashtra,IN,400606,+91 80 6405 8002,"2nd Floor, Korum Mall, Mangal Pandey Road Near Cadbury Compound, Eastern Express Hwy",19.2029367,72.9651819,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJoQV1aBq55zsRNP51HJE9S0s,True
Barbeque Nation Fun Republic,4.2,1397,Mumbai,Maharashtra,IN,400053,+91 80 6902 8718,"6th Floor Fun Republic Mall, New Link Rd",19.134979,72.8330266,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20Fun%20Republic&query_place_id=ChIJ27LB6fO35zsRLwxkS57dmEw,True
Barbeque Nation - Malad,3.7,94,Mumbai,Maharashtra,IN,400064,+91 80 6405 8002,"2nd floor, Inorbit Mall, 21/A, New Link Rd",19.1732589,72.8362121,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Malad&query_place_id=ChIJAx1b8O235zsRaTFzQ2Al-Dk,True
Barbeque Nation - Mumbai - Virar,4.2,5892,"Mumbai, Vasai-Virar",Maharashtra,IN,401303,+91 80 6405 8002,"3rd Floor, Yashwant Square Building, By Pass Road, above Big Bazaar Village Dongre",19.4650436,72.8051278,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Virar&query_place_id=ChIJ0wtNa4qp5zsRNpiQVHESCrA,True
Barbeque Nation,2.3,6,Mumbai,Maharashtra,IN,400093,+91 80 6902 8721,"Unit No 1 &2, Ground Floor, C Wing Naka Metro Station, Time Square, Sakinaka, near Marol",19.117753,72.8737017,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJ____Pz3I5zsR71RaNnRLXEQ,True
"Barbeque Nation- Vile Parle East, Mumbai",4.4,951,Mumbai,Maharashtra,IN,400057,+91 80 6405 8002,"2nd Floor, Trinity Square, Shyam Kamal Rd",19.1002164,72.845686,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Vile%20Parle%20East%2C%20Mumbai&query_place_id=ChIJVzxsgFvJ5zsRFgkHhiyafrw,True
Barbeque Nation - Mohali - Sector 59,4.5,7304,Sahibzada Ajit Singh Nagar,Punjab,IN,160059,+91 80 6902 8715,"SC0 5&6, Mohali Stadium Rd",30.7162447,76.7160594,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mohali%20-%20Sector%2059&query_place_id=ChIJU_7sJmfuDzkRYyNCOTDuwQ4,True
Barbeque Nation - Mall Of Dehradun,4.9,2320,"Mohkam Pur Khurd, Dehradun",Uttarakhand,IN,248005,+91 80 6902 8714,"3rd Floor, Mall Of Dehradun, Rishikesh Road",30.266685,78.082382,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mall%20Of%20Dehradun&query_place_id=ChIJb0SxqVcpCTkR2iD1mOyjMTU,True
"Barbeque Nation - Nirwana Square One, Kharar",4.4,694,"Khanpur, Kharar",Punjab,IN,140301,+91 80 6902 8715,"SCO 1-4,First Floor, Nirwana Square One, Block- A , Kharar - Kurali Road, 3",30.7659458,76.6269732,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Nirwana%20Square%20One%2C%20Kharar&query_place_id=ChIJpz9OUon7DzkRDoEZkVInXb4,True
Barbeque Nation - Vellore,4.1,5061,Vellore,Tamil Nadu,IN,632001,+91 80 6902 8748,"1st Floor, Door No 16/1, Officers Line, Anna Salai, next to Reliance Trends",12.908926,79.131692,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Vellore&query_place_id=ChIJfTOuhN04rTsRFHGJOnBGXQA,True
Barbeque Nation,4.3,4424,Tirupati,Andhra Pradesh,IN,517501,+91 80 6902 8741,"4th floor, Dr. Agarwals Eye Hospital, 19-4-8/14, Air Bypass Rd, near Passport office",13.622596,79.4289512,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJ6zqdhfVLTToRYLCuyAuAWzw,True
Barbeque Nation - Lulu Global Mall,4.2,1168,Bengaluru,Karnataka,IN,560023,+91 80 6405 8001,"Lower Ground Floor, Lulu Global Mall, No 19/2, Unit No LGF 02, 03 & 04",12.9817961,77.5632012,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Lulu%20Global%20Mall&query_place_id=ChIJ3QGUJHIXrjsRNesn2_KGLzc,True
"Barbeque Nation - Garuda Mall, Magrath Road",1.0,1,Bengaluru,Karnataka,IN,560025,+91 80 6405 8001,"4th floor, 56, Garuda mall, Commissariat Rd",12.9701033,77.6099344,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Garuda%20Mall%2C%20Magrath%20Road&query_place_id=ChIJZ6irvSYVrjsRxp5IyfGEhvY,True
Barbeque Nation - Kanakpura Road,4.3,2794,Bengaluru,Karnataka,IN,560062,+91 80 6405 8001,"3rd floor, #5 & 6, Doddakallasandra Village, Kanakapura Main Rd",12.8829812,77.548764,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kanakpura%20Road&query_place_id=ChIJu-CoRKs_rjsRE-6uOfXfcOI,True
Barbeque Nation- Nungambakkam,4.0,5211,"Chennai, Greater Chennai",Tamil Nadu,IN,600006,+91 80 6902 8724,"No 5 & 3, 2nd Floor, Bergamo Mall, Khader Nawaz Khan Rd",13.0607369,80.2511891,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Nungambakkam&query_place_id=ChIJW_BsWmpmUjoRC9cGfUyljmU,True
Barbeque Nation- Whitefield,4.2,10713,Bengaluru,Karnataka,IN,560066,+91 80 6405 8001,"1F, 01, Whitefield Main Rd",12.9871338,77.7368844,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Whitefield&query_place_id=ChIJB5Jt4-QRrjsRA8qETMLQX0Q,True
UBQ By Barbeque Nation,2.7,147,Bengaluru,Karnataka,IN,560068,N/A,"1, 8th Main Rd",12.9087433,77.6285479,https://www.google.com/maps/search/?api=1&query=UBQ%20By%20Barbeque%20Nation&query_place_id=ChIJh3NlKuUVrjsRKDVJGhSz9U4,True
Barbeque Nation - Kochi,4.3,8205,Ernakulam,Kerala,IN,682035,+91 80 6902 8706,"6th Floor Imperiaal Trade Center, Mahatma Gandhi Rd",9.9828617,76.2820456,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kochi&query_place_id=ChIJneH9IVANCDsRNJFSaCMFduA,True
Barbeque Nation - Vadodara - Cine Mall,4.4,10983,Vadodara,Gujarat,IN,390007,+91 80 6902 8721,"3rd Floor Cinemall, Near Natubhai Circle, Race Course Rd",22.3107851,73.1587929,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Vadodara%20-%20Cine%20Mall&query_place_id=ChIJKUhqf73IXzkRox7AgorhYFI,True
Barbeque Nation - Rajkot - Crystal Mall,4.5,2565,Rajkot,Gujarat,IN,360005,+91 80 6902 8773,"Crystal Mall Rajkot, 3rd Floor, Kalavad Rd",22.2798171,70.7630298,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Rajkot%20-%20Crystal%20Mall&query_place_id=ChIJOcFNQMvLWTkRKPPyxpEms6s,True
Barbeque Nation - Ahmedabad - Nikol,4.5,604,Ahmedabad,Gujarat,IN,380049,+91 80 6902 8770,"First Floor, Hill town plaza, Shop No, 109, 110, 111, 112, 113, 114, Sardar Patel Ring Rd",23.0383545,72.6773549,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Ahmedabad%20-%20Nikol&query_place_id=ChIJAysBFhKHXjkRIEQhSgKId1Y,True
Barbeque Nation - Ahmedabad - Satya One,4.3,3901,Ahmedabad,Gujarat,IN,380052,+91 80 6902 8721,"SATYA ONE, 1st Floor, Drive In Rd, opp. Manav Mandir",23.0455766,72.5403016,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Ahmedabad%20-%20Satya%20One&query_place_id=ChIJ-41T_X2FXjkRNdpI9fEp-XY,True
Barbeque Nation - Visakhapatnam - Madhuruwada,4.3,1313,Madhuravada,Andhra Pradesh,IN,530041,+91 80 6902 8744,"3rd Floor, Arena Building, 100 Feet Rd, adjacent to Mango Hero Showroom",17.8040631,83.3581364,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Visakhapatnam%20-%20Madhuruwada&query_place_id=ChIJPa7aabVbOToRRmNsMXq7Iw8,True
Barbeque Nation - Indore - Treasure Island Mall,4.3,2668,Indore,Madhya Pradesh,IN,452001,+91 80 6902 8754,"TI Mall, 3rd, 11, Mahatma Gandhi Rd",22.7213298,75.8785573,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Indore%20-%20Treasure%20Island%20Mall&query_place_id=ChIJk2FRchL9YjkRhSeLXrCucPQ,True
Barbeque Nation - Ferozpur Road - Ludhiana,4.4,5896,Ludhiana,Punjab,IN,141001,+91 80 6902 8755,"2nd Floor, Dhanraj Sing Complex Gate No. 1 Ferozpur Road, Gate Number 1 Rd, near Punjab Agricultural University",30.8961971,75.8136465,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Ferozpur%20Road%20-%20Ludhiana&query_place_id=ChIJWZ2DztCDGjkRo0p4e21mMng,True
Barbeque Nation - Ghaziabad-Eros Market Place,4.2,184,Ghaziabad,Uttar Pradesh,IN,201010,+91 80 6902 8734,"UNIT NO 01, UPPER GROUND FLOOR, EROS MARKET PLACE, PLOT NO 2, opposite DPS",28.6472511,77.3747358,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Ghaziabad-Eros%20Market%20Place&query_place_id=ChIJDaoM9HX7DDkRbPtMrefkhXM,True
Barbeque nation,3.5,4,Jalandhar,Punjab,IN,144001,N/A,8HGG+CF3,31.3260152,75.5761829,https://www.google.com/maps/search/?api=1&query=Barbeque%20nation&query_place_id=ChIJjVzccABbGjkRwC80G67TVDQ,True
Barbeque Nation - Bhopal - Virasha,4.3,4399,Bhopal,Madhya Pradesh,IN,462039,+91 80 6902 8753,"STC, 3rd Floor Virasha",23.1795432,77.4380286,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Bhopal%20-%20Virasha&query_place_id=ChIJCe7WfMxDfDkRKF98Ep1tIV8,True
Barbeque Nation - Ahluwalia's The Great mall - Kota,4.5,1817,Kota,Rajasthan,IN,324007,+91 80 6902 8759,"Alhuwalita the great Mall of Kota "" DMC, Road Unit no, S-5 S-6, S-7, S-8 2nd Floor",25.1620273,75.8632846,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Ahluwalia's%20The%20Great%20mall%20-%20Kota&query_place_id=ChIJRSvhUjKFbzkRayLnV_VNAJM,True
Barbeque Nation - Jagat Mall,4.4,1607,Jabalpur,Madhya Pradesh,IN,482001,+91 80 6902 8712,"3rd Floor, Jagat Mall, Gorakhpur Rd",23.1524184,79.9338365,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Jagat%20Mall&query_place_id=ChIJL3a2pDKtgTkRwhNxltcZ2_E,True
"Barbeque Nation - MGF Metropolitan Mall, Gurugram",4.6,71,"Gurugram, Sarhol",Haryana,IN,122009,+91 92173 46776,"GROUND FLOOR, MGF Metropolitan Mall, Shop No GF FC 06, 07, 07A, 08, 09 & 10, Mehrauli-Gurgaon Rd",28.4809085,77.0802798,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20MGF%20Metropolitan%20Mall%2C%20Gurugram&query_place_id=ChIJKwdDJ_0ZDTkRRtlCVfGvokE,True
"Barbeque Nation – Celest Mall ,Gajuwaka",4.2,52,"Visakhapatnam, Gajuwaka",Andhra Pradesh,IN,530026,+91 80 6902 8720,"S,no 104/2, unit no:FF:01@ FF:02, celest Mall,1st floor, NH5, opposite SBT Hotel",17.6835753,83.1993384,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20%E2%80%93%20Celest%20Mall%20%2CGajuwaka&query_place_id=ChIJL_Srm0gVPDoR1RdATqonQEE,True
Barbeque Nation - Kakinada - SRMT Mall,4.2,2441,Ramanayyapeta,Andhra Pradesh,IN,533005,+91 80 6902 8742,"Unit No. 2, 4th Floor Door No. 4-21,SRMT Mall & Multiplex, Pithapuram - Kakinada Rd",16.9981671,82.2433006,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kakinada%20-%20SRMT%20Mall&query_place_id=ChIJw4uuTdkpODoRnr7HvUAszUk,True
Ubq By Barbeque Nation,3.1,31,Vijayawada,Andhra Pradesh,IN,520010,+91 80 6902 8721,"3, MG Rd",16.4982576,80.6519718,https://www.google.com/maps/search/?api=1&query=Ubq%20By%20Barbeque%20Nation&query_place_id=ChIJkYNrPK_6NToRMV1L2bS2RSk,True
Barbeque Nation Pimpri,4.3,5290,"Pune, Pimpri-Chinchwad",Maharashtra,IN,411018,+91 80 6902 8725,"City One Mall, Above Central Mall, 2nd Floor Survey No-31/32, CS No- 5860",18.6328282,73.8008776,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20Pimpri&query_place_id=ChIJ79Idnk64wjsRh4zVvsmuexU,True
Barbeque Nation,4.4,5076,Kanpur,Uttar Pradesh,IN,208001,+91 80 6902 8708,"16 113, Mahatma Gandhi Rd",26.4731829,80.3521156,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJWUPXT6Y4nDkRJnXavNedSas,True
UBQ By Barbeque Nation Janakpuri,3.2,46,"New Delhi, Delhi",Delhi,IN,110058,+91 80 6902 8719,"Shop No B32/1, Community Center b",28.6288696,77.0912057,https://www.google.com/maps/search/?api=1&query=UBQ%20By%20Barbeque%20Nation%20Janakpuri&query_place_id=ChIJN55Su3gFDTkRNXPHLo6NT0I,True
Barbeque Nation - Garia,4.5,429,Kolkata,West Bengal,IN,700084,+91 80 6902 8723,"3rd Floor, Rashmin building, 92, Raja Subodh Chandra Mallick Rd, near Padmashree cinema hall",22.4724041,88.3761508,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Garia&query_place_id=ChIJJ2suDYNxAjoRhQOuoXXwYA0,True
Fiesta By Barbeque Nation - Hatibagan,4.0,187,Kolkata,West Bengal,IN,700006,+91 80 6902 6709,"3rd Floor, Ideal Unique Residency, 162, Grey St",22.5940768,88.3742531,https://www.google.com/maps/search/?api=1&query=Fiesta%20By%20Barbeque%20Nation%20-%20Hatibagan&query_place_id=ChIJd4-BBwB3AjoRMRWypXMlVG4,True
Barbeque Nation,4.3,65,Mumbai,Maharashtra,IN,400052,N/A,"403, Ground Floor, Om Palace, BR, Dr Ambedkar Rd",19.0698859,72.8297052,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJmY0FgRLJ5zsRovoqKkRwxv8,True
"Barbeque Nation - RR Nagar, Global Divinity Mall",3.9,228,Bengaluru,Karnataka,IN,560039,+91 80 6902 8722,"GLOBAL MALLS, 3RD FLOOR, MYSORE ROAD, PANTHARAPALYA, MYSORE ROAD, NAYANDA HALLI, KENGERI, B.B, HOBLI",12.9404462,77.5250793,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20RR%20Nagar%2C%20Global%20Divinity%20Mall&query_place_id=ChIJazQIZ7mtrzsR6P6rvcYS69U,True
"Barbeque Nation - Brigade Twin Towers, Yeshwantpur",4.3,302,Bengaluru,Karnataka,IN,560022,+91 80 6405 8001,"Unit no-106 Kisok-02, 1st floor, Brigade twin tower",13.0304817,77.5421513,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Brigade%20Twin%20Towers%2C%20Yeshwantpur&query_place_id=ChIJGXNqPCg9rjsRhinoy6hXEjs,True
Barbeque Nation - Bandra,4.2,6113,Mumbai,Maharashtra,IN,400050,+91 80 6902 8718,"Ground Floor, 355, Hotel Metro Palace, Hill Rd, opposite Marks and Spencer",19.0562156,72.8343287,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Bandra&query_place_id=ChIJmaVf3D3J5zsRunDxXYOoqnM,True
"Barbeque Nation - Hoskote, Orion Uptown",3.9,243,"Katamnallur, Bengaluru",Karnataka,IN,560049,+91 80 6405 8001,"2nd Floor, Old Madras Rd",13.0549312,77.7636194,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Hoskote%2C%20Orion%20Uptown&query_place_id=ChIJkxInrowRrjsRaeM3U2kuVvQ,True
Barbeque Nation - Mumbai - Kandivali,4.2,2665,Mumbai,Maharashtra,IN,400101,+91 80 6902 8718,"Unit No. T01, 3rd Floor, Growels mall, Akurli Rd",19.2030881,72.8597809,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Kandivali&query_place_id=ChIJHVLf-MC35zsRx0hkXGv9myg,True
Barbeque Nation- Marina Mall,4.2,1138,"Egattur, Chennai",Tamil Nadu,IN,600130,+91 80 6902 8724,"3rd floor, Marina Mall, 13/1A, Old Mahabalipuram Road",12.835785,80.2294733,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Marina%20Mall&query_place_id=ChIJ_7BHmcZbUjoReu86baMPVFE,True
Barbeque Nation,3.5,286,"Chennai, Greater Chennai",Tamil Nadu,IN,600030,+91 80 6902 8724,"3rd Floor, Barbeque, Nation Hospitality Ltd., Ampa, Skywalk Mall, 1, Nelson Manickam Rd",13.0737602,80.2212017,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJESO6zRlnUjoR117pG2zoihA,True
Barbeque Nation- Nexus Whitefield Mall,4.1,3220,Bengaluru,Karnataka,IN,560066,+91 80 6405 8001,"Nexus Whitefield 62, Whitefield Main Rd",12.9599447,77.7480001,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Nexus%20Whitefield%20Mall&query_place_id=ChIJTduybEsTrjsRI7bscLUZx5o,True
"Barbeque Nation - M5 Mall, Electronic City Phase 2",3.9,300,Hebbagodi,Karnataka,IN,560100,+91 80 6405 8001,"Second floor, M5 Ecity Mall, Hosur Rd",12.8416335,77.6766628,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20M5%20Mall%2C%20Electronic%20City%20Phase%202&query_place_id=ChIJd3hIDSttrjsRzlYK59IhpnU,True
Fiesta by Barbeque Nation - Vega City,3.7,637,Bengaluru,Karnataka,IN,560076,+91 80 6902 6727,"4th Floor, WJ52+3FJ Vega City Mall Road, Bannerghatta Rd",12.9076875,77.6011875,https://www.google.com/maps/search/?api=1&query=Fiesta%20by%20Barbeque%20Nation%20-%20Vega%20City&query_place_id=ChIJqYVH2s4VrjsRwnVWd8GHd9E,True
Barbeque Nation New Staff Room,3.7,19,Ahmedabad,Gujarat,IN,380052,+91 80 6902 8721,A17-18,23.0500871,72.546427,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20New%20Staff%20Room&query_place_id=ChIJr74LtMyFXjkRbBEEXy1E6Rc,True
Barbeque Nation - Mumbai - Vashi,4.2,1471,Navi Mumbai,Maharashtra,IN,400703,+91 80 3520 2222,"4th Floor, Center One Mall",19.0673743,72.9988503,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Vashi&query_place_id=ChIJKRkgF-PB5zsRu_oFKCqZFbY,True
Barbeque Nation,4.2,5336,Navi Mumbai,Maharashtra,IN,400710,+91 80 6902 8721,429H+828,19.1182937,73.0275875,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJjWf0GXPB5zsRDkFUhRnqdP8,True
Barbeque Nation - Mumbai - Mulund (W),4.3,4323,Mumbai,Maharashtra,IN,400604,+91 80 6902 8718,"3rd Floor, R Mall, Lal Bahadur Shastri Marg, opposite to Richardson and Cruddas",19.183891,72.9515224,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Mulund%20(W)&query_place_id=ChIJgxWxAf645zsRpMmbCZU61qs,True
Barbeque Nation - Jaipur - MI Road,4.4,5509,Jaipur,Rajasthan,IN,302001,+91 80 6902 8704,"1ST Floor E-2 Khandelwal Mansion, Mirza Ismail Rd",26.9165424,75.8098361,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Jaipur%20-%20MI%20Road&query_place_id=ChIJw9P4TKq2bTkRrtC3feA0SrE,True
Barbeque Nation,4.3,2177,Gajuwaka,Andhra Pradesh,IN,530026,+91 80 6902 8734,"10-7-110/1, 3rd floor SBT Khadar Basha Towers, Main Rd",17.6853036,83.2102263,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJr0YrFWBpOToRmz9gli0EIFM,True
Barbeque Nation - Gorakhpur - City Mall,4.4,3549,Gorakhpur,Uttar Pradesh,IN,273001,+91 80 6902 8712,"3rd Floor, No, City Mall, 10, Akshaibar Singh Marg",26.7533656,83.3751258,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Gorakhpur%20-%20City%20Mall&query_place_id=ChIJ3zECbkpFkTkRk2FpM_UA9XU,True
Barbeque Nation - Madurai - Milan'em Mall,4.2,4203,"Kk Nagar, Madurai",Tamil Nadu,IN,625020,+91 80 6902 8763,"3rd Floor, Milan'em Mall, 100 Feet Rd",9.927716,78.143211,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Madurai%20-%20Milan'em%20Mall&query_place_id=ChIJR_LjW7rFADsREtuUIiS18qA,True
Barbeque Nation - Ludhiana Mall Road,4.0,295,Ludhiana,Punjab,IN,141001,+91 80 6902 8755,"Plot Number 105, 3rd Floor Boulevard Mall, The Mall Rd",30.9069048,75.8399749,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Ludhiana%20Mall%20Road&query_place_id=ChIJh-k7JO6DGjkRzM3ircXH8-M,True
Barbeque Nation - Fiza Mall,3.2,131,Mangaluru,Karnataka,IN,575001,+91 80 6902 8761,"3RD FLOOR, FIZA NEXUS MALL, ATTAVAR VILLAGE, CANTONMENT WARD, PANDESHWAR ROAD, MANGALORE, Mangalore Mahanagara Palike",12.8557976,74.8398812,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Fiza%20Mall&query_place_id=ChIJcYQShZ5bozsRELHokjvqTOg,True
Barbeque Nation,4.2,110,Dhanbad,Jharkhand,IN,826007,N/A,"RF64+R46, NH 18",23.8120753,86.4551235,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJRTsTTwC99jkRDwCc_LCYPTc,True
Barbeque Nation,4.3,6310,Faridabad,Haryana,IN,121003,+91 80 6902 8734,"2nd Floor, Crown Interiorz Mall DLF Ind Area, Sarai Khawaja Rd",28.4698676,77.3072264,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJ0UU9Az3nDDkRbYmOXuOlGW4,True
"Barbeque Nation - Faridabad, Pacific mall",4.0,268,"Faridabad, Sector 20B",Haryana,IN,121007,+91 80 6902 8734,"2nd Floor, Pacific Mall, Mathura Rd",28.3874588,77.3118312,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Faridabad%2C%20Pacific%20mall&query_place_id=ChIJObtWf5bdDDkRO_nccjDZETY,True
