outlet_title,average_rating,total_reviews,street_address,city,state,country_code,pincode,phone,category_name,website,google_maps_url,latitude,longitude,placeId,cid,is_active,extracted_at
Barbeque Nation - Meerut - Panchsheel Colony,4.3,3805.0,"3rd Floor, Khasra No 5832, Pinnacle Tower, Garh Rd",Meerut,Uttar Pradesh,IN,250001,+91 80 6902 8711,Barbecue restaurant,https://www.barbequenation.com/restaurants/meerut/panchseel-colony?utm_source=GMB&utm_medium=meerut_panchseel_colony&utm_campaign=GMB_meerut_panchseel_colony,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Meerut%20-%20Panchsheel%20Colony&query_place_id=ChIJx0L2Xb9kDDkRxhAS3pwRGWk,28.9688442,77.7266577,ChIJx0L2Xb9kDDkRxhAS3pwRGWk,7573103613838495942,True,2026-07-26 14:26:06
Barbeque Nation - Kompally,3.8,1547.0,GFPQ+HQ3,"Hyderabad, Secunderabad",Telangana,IN,500014,+91 80 6405 8003,Barbecue restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kompally&query_place_id=ChIJp3rL1MWFyzsRRMEyhZl3SEo,17.5364124,78.489438,ChIJp3rL1MWFyzsRRMEyhZl3SEo,5352659658378232132,True,2026-07-26 14:26:06
Barbeque Nation - Attapur,4.2,1102.0,"4th Floor, Happy Home Fortuna, Hh Fortune, PV Narasimha Rao Expy, opp. Pillar No 175",Hyderabad,Telangana,IN,500048,+91 80 6405 8003,Barbecue restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Attapur&query_place_id=ChIJncXNAhiXyzsRumni7kMunW0,17.3555403,78.422699,ChIJncXNAhiXyzsRumni7kMunW0,7898520190783220154,True,2026-07-26 14:26:06
Barbeque Nation - Hyderabad - Kondapur,4.1,6657.0,"G, Sri Mytri Square, 3, Gachibowli - Miyapur Rd, near Laxmi Cyber City, opposite Sarath City Mall",Hyderabad,Telangana,IN,500084,+91 80 6405 8003,Barbecue restaurant,https://www.barbequenation.com/restaurants/hyderabad/kondapur?utm_source=GMB&utm_medium=hyderabad_kondapur&utm_campaign=GMB_hyderabad_kondapur,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Hyderabad%20-%20Kondapur&query_place_id=ChIJ0VfBfkuTyzsRSMtiRe7sep8,17.4572403,78.3656364,ChIJ0VfBfkuTyzsRSMtiRe7sep8,11491757907299715912,True,2026-07-26 14:26:06
Barbeque Nation,4.2,11219.0,"Alcazar Mall, 498, Road No. 36",Hyderabad,Telangana,IN,500033,+91 80 6405 8003,Barbecue restaurant,https://www.barbequenation.com/restaurants/hyderabad/AlcazarMallJubileeHills,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJa7nEjkiRyzsRZDxlC0A6IKY,17.4330419,78.4069909,ChIJa7nEjkiRyzsRZDxlC0A6IKY,11970631856294280292,True,2026-07-26 14:26:06
"Barbeque Nation- Uppal, Hyderabad",4.1,712.0,"4th floor, DSL Virtue Mall, near Rajiv Gandhi International Cricket Stadium",Hyderabad,Telangana,IN,500039,+91 80 6405 8003,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Uppal%2C%20Hyderabad&query_place_id=ChIJNSur_WGZyzsRYIxoILXxcy0,17.3996756,78.55487,ChIJNSur_WGZyzsRYIxoILXxcy0,3275227114263579744,True,2026-07-26 14:26:06
Barbeque Nation - Kolkata - Lake Mall,4.4,4043.0,"4th Floor, Lake Mall, Shop No 410,104, Rash Behari Ave",Kolkata,West Bengal,IN,700029,+91 80 6902 8723,Barbecue restaurant,https://www.barbequenation.com/restaurants/kolkata/lake-city-mall?utm_source=GMB&utm_medium=kolkata_lake_mall&utm_campaign=GMB_kolkata_lake_mall,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kolkata%20-%20Lake%20Mall&query_place_id=ChIJWUuyYuR3AjoRj78Bsvp_9P4,22.516551,88.3486982,ChIJWUuyYuR3AjoRj78Bsvp_9P4,18371449494656106383,True,2026-07-26 14:26:06
Barbeque Nation - Howrah Maidan,4.3,2355.0,"1 No, Platina Mall, 5th Floor, Nityadhan Mukherjee Rd, opposite Howrah Maidan Metro Station",Howrah,West Bengal,IN,711101,+91 80 6902 8723,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Howrah%20Maidan&query_place_id=ChIJ5_j8r8B3AjoRDxzzCSwdZGI,22.5812547,88.332667,ChIJ5_j8r8B3AjoRDxzzCSwdZGI,7089823788370697231,True,2026-07-26 14:26:06
Barbeque Nation,4.5,6532.0,"4th Floor, Diamond City Mall, DIAMOND PLAZA, 68, Jessore Rd",Kolkata,West Bengal,IN,700055,+91 80 6902 8723,Barbecue restaurant,https://www.barbequenation.com/restaurants/kolkata/diamond-plaza?utm_source=GMB&utm_medium=kolkata_diamond_plaza&utm_campaign=GMB_kolkata_diamond_plaza,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJVVXBoh2e-DkRKEenw1n---I,22.6154536,88.4121659,ChIJVVXBoh2e-DkRKEenw1n---I,16355946133214152488,True,2026-07-26 14:26:06
Barbeque Nation - Asansol - Sentrum Mall,4.5,1615.0,"4th Floor, Sentrum Mall, Shristi Nagar Road",Asansol,West Bengal,IN,713305,+91 80 6902 8794,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Asansol%20-%20Sentrum%20Mall&query_place_id=ChIJrdAJ3F4f9zkRkIM0vrHrrlM,23.703545,86.9478533,ChIJrdAJ3F4f9zkRkIM0vrHrrlM,6030016099728524176,True,2026-07-26 14:26:06
"Barbeque Nation - Alokik’s Emporio Mall, Saraidhella",4.5,298.0,"2nd floor, Alokik's Emporio, Saraidhela Rd, near Sunit Petrol Pump","Saraidhella, Dhanbad",Jharkhand,IN,826007,+91 80 6902 6706,Restaurant,http://barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Alokik%E2%80%99s%20Emporio%20Mall%2C%20Saraidhella&query_place_id=ChIJ__-dX_m99jkR9sjG3gPXJPA,23.8120759,86.4551704,ChIJ__-dX_m99jkR9sjG3gPXJPA,17304192079886731510,True,2026-07-26 14:26:06
"Barbeque Nation - Kalyani, Kolkata",4.5,862.0,"3rd floor, B - 9/10 (ca) of Block B","Kalyani, Kolkata",West Bengal,IN,741235,+91 80 6902 8723,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kalyani%2C%20Kolkata&query_place_id=ChIJD1D-1hJ3AjoRE9MDbF2MNKs,22.9784724,88.4370502,ChIJD1D-1hJ3AjoRE9MDbF2MNKs,12336639612146668307,True,2026-07-26 14:26:06
Barbeque Nation,4.4,692.0,"8 & 4, Formerly, Lindsay St",Kolkata,West Bengal,IN,700087,+91 80 6902 6709,Indian restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJSZVi8q53AjoRkCXde4TByp0,22.5596778,88.3518738,ChIJSZVi8q53AjoRkCXde4TByp0,11370112984008172944,True,2026-07-26 14:26:06
Barbeque Nation - Malda,4.3,130.0,"4th Floor, PRM Centre Point, Jadupur Rd","Dakshin Jadupur, Uttar Jadupur",West Bengal,IN,732103,+91 80 6902 8722,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Malda&query_place_id=ChIJ5THGVG__-jkRD6ofH1vFYmc,24.9779124,88.1316661,ChIJ5THGVG__-jkRD6ofH1vFYmc,7449733728779086351,True,2026-07-26 14:26:06
Barbeque Nation,4.6,5.0,"LINDA SAY STREET, No-20A,1st floor Humayan court,Nellie sengupta sarani, Formerly, Lindsay St, opp. Sreeleathers",Kolkata,West Bengal,IN,700087,+91 80 6902 8721,Barbecue restaurant,https://www.barbequenation.com/restaurants/kolkata/FiestaNewMarket,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJ2Rg07Ah3AjoR8dFaCWZBvuQ,22.5598314,88.3516439,ChIJ2Rg07Ah3AjoR8dFaCWZBvuQ,16482683592722010609,True,2026-07-26 14:26:06
Barbeque Nation,4.4,8219.0,"Plot No 11, Pocket 7, Pyramid Local Shopping Complex, near Delhi Public School",New Delhi,Delhi,IN,110070,+91 80 6902 8719,Barbecue restaurant,https://www.barbequenation.com/restaurants/new-delhi/vasant-kunj?utm_source=GMB&utm_medium=new_delhi_vasant_kunj&utm_campaign=GMB_new_delhi_vasant_kunj,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJ-W6xp9UdDTkRCi0FB8rW5KU,28.5365602,77.1476661,ChIJ-W6xp9UdDTkRCi0FB8rW5KU,11953915474137656586,True,2026-07-26 14:26:06
Barbeque Nation,4.2,2984.0,"SHOP NO. R, 5th Floor, Vegas Mall, 05","New Delhi, Delhi",Delhi,IN,110078,+91 80 6902 8719,Barbecue restaurant,https://www.barbequenation.com/restaurants/new-delhi/dwarka?utm_source=GMB&utm_medium=new_delhi_dwarka&utm_campaign=GMB_new_delhi_dwarka,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJq5euqyIbDTkRdJJZuIvoUk4,28.6014731,77.0291717,ChIJq5euqyIbDTkRdJJZuIvoUk4,5643828969839628916,True,2026-07-26 14:26:06
Barbeque Nation - Agra - Ashok Cosmos Mall,4.3,2035.0,3rd,Agra,Uttar Pradesh,IN,282002,+91 80 6902 8757,Barbecue restaurant,https://www.barbequenation.com/restaurants/agra/agra-restaurants-near-me,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Agra%20-%20Ashok%20Cosmos%20Mall&query_place_id=ChIJO7MEJBt3dDkRXPdZD57vt7s,27.2010609,78.0085999,ChIJO7MEJBt3dDkRXPdZD57vt7s,13526543467971999580,True,2026-07-26 14:26:06
Barbeque Nation,4.2,2113.0,"Fl 2, Jaypee Green, Plot No. C1-D1","Noida, Shahpur Govardhanpur Bangar",Uttar Pradesh,IN,201304,+91 80 6902 8727,North Indian restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJxcYrQLjnDDkR7rn-K4A86qE,28.5105185,77.3695388,ChIJxcYrQLjnDDkR7rn-K4A86qE,11667204305848285678,True,2026-07-26 14:26:06
Barbeque Nation,4.3,10054.0,"2nd Floor, Unity One, Najafgarh Rd","New Delhi, Delhi",Delhi,IN,110058,+91 80 6902 8719,Barbecue restaurant,https://www.barbequenation.com/restaurants/new-delhi/janakpuri?utm_source=GMB&utm_medium=new_delhi_janakpuri&utm_campaign=GMB_new_delhi_janakpuri,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJq6qqqq8EDTkRyAJbLbc4Q58,28.6286757,77.0764692,ChIJq6qqqq8EDTkRyAJbLbc4Q58,11476078634861265608,True,2026-07-26 14:26:06
Barbeque Nation - Ambience Mall - Gurgaon,4.2,5220.0,"R401, 4th Flr, Gate No 4, Ambience Mall",Gurugram,Haryana,IN,122010,+91 80 6902 8728,Barbecue restaurant,https://www.barbequenation.com/restaurants/gurugram/ambience-mall?utm_source=GMB&utm_medium=gurugram%2Fambience-mall&utm_campaign=GMB_gurugram_ambience-mall,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Ambience%20Mall%20-%20Gurgaon&query_place_id=ChIJmX2AiE4ZDTkRcTPFcLo6RIA,28.5025847,77.0971616,ChIJmX2AiE4ZDTkRcTPFcLo6RIA,9242576907701400433,True,2026-07-26 14:26:06
Barbeque Nation,4.3,17102.0,"Gr Flr, Hotel Savoy Suites, A79A, Captain Vijyant Thapar Marg",Noida,Uttar Pradesh,IN,201301,+91 80 6902 8727,Barbecue restaurant,https://www.barbequenation.com/restaurants/noida/noida?utm_source=GMB&utm_medium=noida_hotel_savoy&utm_campaign=GMB_noida_hotel_savoy,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJy3fL91vkDDkRE82DgeVeJBo,28.5801739,77.3152551,ChIJy3fL91vkDDkRE82DgeVeJBo,1883734883961130259,True,2026-07-26 14:26:06
"Barbeque Nation - Delhi Connaught Place, Regal Building",4.2,338.0,"1st Floor, Regal Building",New Delhi,Delhi,IN,110001,+91 80 6902 8719,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Delhi%20Connaught%20Place%2C%20Regal%20Building&query_place_id=ChIJV86eqPr9DDkRIyjiODcNXBM,28.6314109,77.2170442,ChIJV86eqPr9DDkRIyjiODcNXBM,1395004515406719011,True,2026-07-26 14:26:06
Barbeque Nation - Laxmi Nagar,4.2,8725.0,"1st Floor B-20,21, 126/10, Gurunanak Pura, opp. V3S Mall",Delhi,Delhi,IN,110092,+91 80 6902 8719,North Indian restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Laxmi%20Nagar&query_place_id=ChIJH3VOGeX9DDkRMi8B5TLj7XY,28.6370457,77.2850701,ChIJH3VOGeX9DDkRMi8B5TLj7XY,8569755473685851954,True,2026-07-26 14:26:06
Barbeque Nation - Jammu,4.4,6099.0,"1st Floor, RV Square, Lane No. 11 , R V SEVEN SQUARE, opposite New Choice Resort Club",Jammu,Jammu and Kashmir,IN,180011,+91 80 6902 8752,Barbecue restaurant,https://www.barbequenation.com/restaurants/jammu/rv-seven-square?utm_source=GMB&utm_medium=Jammu&utm_campaign=GMB_Jammu,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Jammu&query_place_id=ChIJ0-n03kaDHjkRyjF62W0mKsU,32.6696747,74.8936011,ChIJ0-n03kaDHjkRyjF62W0mKsU,14207210227735605706,True,2026-07-26 14:26:06
Barbeque Nation - Patiala - Urban Estate,4.5,5517.0,"3rd floor SCO 37 & 38, NH 64, Rajpura Rd",Patiala,Punjab,IN,147002,+91 80 6902 8701,Barbecue restaurant,https://www.barbequenation.com/restaurants/patiala/rajpura-road?utm_source=GMB&utm_medium=Patiala&utm_campaign=GMB_Patiala,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Patiala%20-%20Urban%20Estate&query_place_id=ChIJFaXqjBUoEDkRSh-GGEC7viU,30.3454011,76.4374219,ChIJFaXqjBUoEDkRSh-GGEC7viU,2719817108942102346,True,2026-07-26 14:26:06
Barbeque Nation - M3M IFC,4.0,1272.0,"2nd Floor, M3M International Financial Center",Gurugram,Haryana,IN,122101,+91 80 6902 8728,Barbecue restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20M3M%20IFC&query_place_id=ChIJQRRa5OwjDTkRGxAAyAgTB3Y,28.4052001,77.0583827,ChIJQRRa5OwjDTkRGxAAyAgTB3Y,8504787349748584475,True,2026-07-26 14:26:06
"Barbeque Nation - CP67 Mall , Mohali",4.4,781.0,"3rd floor, CP67 Mall, International Airport Road",Sahibzada Ajit Singh Nagar,Punjab,IN,160062,+91 80 6902 8715,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20CP67%20Mall%20%2C%20Mohali&query_place_id=ChIJYy_AnNjrDzkRW0R3LWgpE68,30.6773381,76.7238014,ChIJYy_AnNjrDzkRW0R3LWgpE68,12615472508611019867,True,2026-07-26 14:26:06
Barbeque Nation Kaushambi,4.4,1183.0,"East Delhi Mall, Plot no.1, 2nd floor",Ghaziabad,Uttar Pradesh,IN,201010,+91 80 6902 8719,Indian restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20Kaushambi&query_place_id=ChIJZ2V_JlT7DDkR5fqS9GhJl5I,28.6413382,77.3169169,ChIJZ2V_JlT7DDkR5fqS9GhJl5I,10562992166149487333,True,2026-07-26 14:26:06
Barbeque Nation - SS Omnia,4.1,1423.0,"1st Floor, Ss Omnia",Gurugram,Haryana,IN,122012,+91 80 6902 8728,Barbecue restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20SS%20Omnia&query_place_id=ChIJT3vKm109DTkRc__6y7HLF3Y,28.4013219,76.9472054,ChIJT3vKm109DTkRc__6y7HLF3Y,8509493985431715699,True,2026-07-26 14:26:06
Barbeque Nation,4.3,4800.0,"Gaur Central Mall, 5th Floor, opposite HDFC Bank",Ghaziabad,Uttar Pradesh,IN,201002,+91 80 6902 8781,Barbecue restaurant,https://www.barbequenation.com/restaurants/ghaziabad/gaur-central-mall?utm_source=GMB&utm_medium=ghaziabad_gaur_central_mall&utm_campaign=GMB_ghaziabad_gaur_central_mall,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJQ8_H57vxDDkRC-Urkw88wz4,28.673997,77.4400991,ChIJQ8_H57vxDDkRC-Urkw88wz4,4522524488401413387,True,2026-07-26 14:26:06
Barbeque Nation,4.4,7030.0,"4, 2nd Floor, Omaxe, CP Mall Rd, near CNG Filling Station","Noida, Greater Noida",Uttar Pradesh,IN,201310,+91 80 6902 8727,Barbecue restaurant,https://www.barbequenation.com/restaurants/greater-noida/omaxe-connaught-place?utm_source=GMB&utm_medium=greater_noida_omaxe_connaught_place&utm_campaign=GMB_greater_noida_omaxe_connaught_place,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJFT1JgIrqDDkRAffk6X2jmIk,28.4889776,77.5146412,ChIJFT1JgIrqDDkRAffk6X2jmIk,9914854340846483201,True,2026-07-26 14:26:06
"Barbeque Nation - Alambagh, Phoenix United Mall",4.3,1149.0,"Plot No, Phoenix Mall Unit No. T- 15 & 15 A 3rd Floor, CP-08, Sector B Rd",Lucknow,Uttar Pradesh,IN,226012,+91 80 6902 8749,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Alambagh%2C%20Phoenix%20United%20Mall&query_place_id=ChIJ-0CH6nT_mzkRq2BQ6uD4vQI,26.7987705,80.8970238,ChIJ-0CH6nT_mzkRq2BQ6uD4vQI,197587603561668779,True,2026-07-26 14:26:06
Barbeque Nation Amravati,4.1,517.0,"Tapadia City Centre 4th floor Gopal Nagar Square, Badnera Rd",Amravati,Maharashtra,IN,444607,+91 80 6902 8718,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20Amravati&query_place_id=ChIJCYEOFcyl1jsRgai3ay9bGHU,20.9001594,77.7482033,ChIJCYEOFcyl1jsRgai3ay9bGHU,8437594161107413121,True,2026-07-26 14:26:06
Barbeque Nation - Hyderabad - Kukatpally,4.3,7907.0,"B Phase 6, Nexus Mall, Restaurant No.2, Sy.no.1009",Hyderabad,Telangana,IN,500072,+91 80 6405 8003,Barbecue restaurant,https://www.barbequenation.com/restaurants/hyderabad/ForumSujanaMallKukatpally,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Hyderabad%20-%20Kukatpally&query_place_id=ChIJHTN2JImRyzsR7PY5wu0fuVw,17.4841257,78.3890878,ChIJHTN2JImRyzsR7PY5wu0fuVw,6681406628207130348,True,2026-07-26 14:26:06
Barbeque Nation - Kothapet,4.1,7767.0,"Vaishnavi Onyx-1, Unit No.G-3, 8 & 9/1/1/15, Kothapet Rd",Hyderabad,Telangana,IN,500035,+91 80 6405 8003,Barbecue restaurant,https://www.barbequenation.com/restaurants/hyderabad/kothapet?utm_source=GMB&utm_medium=hyderabad_kothapet&utm_campaign=GMB_hyderabad_kothapet,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kothapet&query_place_id=ChIJ4SS6j-CZyzsRJSltqhlhh2Y,17.3597634,78.5440564,ChIJ4SS6j-CZyzsRJSltqhlhh2Y,7387980476585945381,True,2026-07-26 14:26:06
"Barbeque Nation - Phoenix Centaurus, Gachibowli",4.2,10535.0,"Ground Floor, Centarus By Phoenix, 203(P","Manikonda, Hyderabad",Telangana,IN,500032,+91 80 6902 8720,Barbecue restaurant,https://www.barbequenation.com/restaurants/hyderabad/NanakramgudaRoadGachibowli,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Phoenix%20Centaurus%2C%20Gachibowli&query_place_id=ChIJ7Zqp2oOTyzsRlbQ3sd9vXCc,17.4267282,78.3402791,ChIJ7Zqp2oOTyzsRlbQ3sd9vXCc,2836264871878177941,True,2026-07-26 14:26:06
Barbeque Nation - Abids,4.1,1701.0,"City plaza building, 3rd Floor, opposite to St. George's Grammar School",Hyderabad,Telangana,IN,500001,+91 80 6405 8003,Barbecue restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Abids&query_place_id=ChIJMaiCX7-XyzsREyrYKz6-Mho,17.3922965,78.4760084,ChIJMaiCX7-XyzsREyrYKz6-Mho,1887780368054495763,True,2026-07-26 14:26:06
Barbeque Nation - Sinhagad,4.4,1558.0,"2nd Floor, Grand Horizon Mall, Sinhgad Rd",Pune,Maharashtra,IN,411051,+91 80 6902 8725,Barbecue restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Sinhagad&query_place_id=ChIJNTDzhYOVwjsRb1PHKVhmz7c,18.4734602,73.8221539,ChIJNTDzhYOVwjsRb1PHKVhmz7c,13244917557964002159,True,2026-07-26 14:26:06
Barbeque Nation - Kalyani Nagar - Pune,4.3,14443.0,"HV3X+2W2, Palace View Road, Near Aga Khan Palace, Pune Nagar Rd, near Barbeque Nation",Pune,Maharashtra,IN,411006,+91 80 6902 8725,Barbecue restaurant,https://www.barbequenation.com/?utm_source=google_my_business_barbeque_nation&utm_medium=google_my_business&utm_campaign=google_my_business_SEO_Click,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kalyani%20Nagar%20-%20Pune&query_place_id=ChIJdb-swxnBwjsROTq_vlbOEx8,18.552502,73.8997647,ChIJdb-swxnBwjsROTq_vlbOEx8,2239360311695981113,True,2026-07-26 14:26:06
Barbeque Nation - Pune - Deccan,4.3,13328.0,"Ground Floor, Deccan Mall, Bus Stop, R, Jangali Maharaj Rd, opposite Deccan Gymkhana",Pune,Maharashtra,IN,411004,+91 80 6902 8725,Barbecue restaurant,https://www.barbequenation.com/?utm_source=google_my_business_barbeque_nation&utm_medium=google_my_business&utm_campaign=google_my_business_SEO_Click,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Pune%20-%20Deccan&query_place_id=ChIJgxQS-3fAwjsRje6eRKPGAaM,18.5164341,73.8422187,ChIJgxQS-3fAwjsRje6eRKPGAaM,11745887707692199565,True,2026-07-26 14:26:06
Barbeque Nation - Pune - NIBM,4.2,3131.0,"R floor, NIBM Rd",Pune,Maharashtra,IN,411048,+91 80 6902 8725,Barbecue restaurant,https://www.barbequenation.com/?utm_source=google_my_business_barbeque_nation&utm_medium=google_my_business&utm_campaign=google_my_business_SEO_Click,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Pune%20-%20NIBM&query_place_id=ChIJPUsqQQbrwjsRT8PdI4WxnYU,18.4674846,73.9017997,ChIJPUsqQQbrwjsRT8PdI4WxnYU,9628046763778491215,True,2026-07-26 14:26:06
Barbeque Nation - Pune - Amanora,4.4,7175.0,"Unit No. 28 & 29, Ground Floor, East Block, Amanora Mall Amanora Town Centre, Kharadi - Hadapsar Bypass Rd",Pune,Maharashtra,IN,411028,+91 80 6902 8725,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Pune%20-%20Amanora&query_place_id=ChIJWWrjqCDCwjsRDNwKS-_xVMw,18.5186357,73.9353284,ChIJWWrjqCDCwjsRDNwKS-_xVMw,14723659091839474700,True,2026-07-26 14:26:06
Barbeque Nation - Pune - Wakad,4.0,10563.0,"135-136, 10th Floor, Sayaji Hotel, Mumbai-Bangalore, Bypass Highway","Pune, Pimpri-Chinchwad",Maharashtra,IN,411057,+91 80 6405 8002,Barbecue restaurant,https://www.barbequenation.com/?utm_source=google_my_business_barbeque_nation&utm_medium=google_my_business&utm_campaign=google_my_business_SEO_Click,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Pune%20-%20Wakad&query_place_id=ChIJdbNR7WS5wjsRUdR0TnhojN0,18.5996019,73.7548527,ChIJdbNR7WS5wjsRUdR0TnhojN0,15964249645043209297,True,2026-07-26 14:26:06
Barbeque Nation - Chinchwad - Pune,4.2,1642.0,"3rd Floor, Above Food Court, Elpro City Square Mall Chapekar Chowk Flyover, MG Rd",Pimpri-Chinchwad,Maharashtra,IN,411033,+91 80 6902 8725,Barbecue restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Chinchwad%20-%20Pune&query_place_id=ChIJlQxDSBLI5zsRbosa-Dl-lLM,18.6287187,73.78327,ChIJlQxDSBLI5zsRbosa-Dl-lLM,12940106416783002478,True,2026-07-26 14:26:06
Barbeque Nation - Wakad- Phoenix Mall,4.3,1026.0,"4th Floor S, Landmark - Phoenix the Mall of millenniums, 132/23, Hinjewadi - Wakad Rd",Pimpri-Chinchwad,Maharashtra,IN,411057,+91 80 6902 6718,Restaurant,https://www.barbequenation.com/restaurants/pune/FiestaWakadPune,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Wakad-%20Phoenix%20Mall&query_place_id=ChIJjxcMKWu5wjsRfrvmKpqhVwY,18.6001448,73.7567739,ChIJjxcMKWu5wjsRfrvmKpqhVwY,457011570718194558,True,2026-07-26 14:26:06
Barbeque Nation - Mumbai - Panvel,4.1,4068.0,"3rd Floor, Orion Mall, Bus Depot, FP No 311, Mumbai - Pune Expy","Mumbai, Panvel",Maharashtra,IN,410206,+91 80 6405 8002,Barbecue restaurant,https://www.barbequenation.com/restaurants/mumbai/panvel?utm_source=GMB&utm_medium=mumbai_panvel&utm_campaign=GMB_mumbai_panvel,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Panvel&query_place_id=ChIJC1bb5kHo5zsRBGIhT1V4Fm8,18.9935182,73.1153675,ChIJC1bb5kHo5zsRBGIhT1V4Fm8,8004717695492776452,True,2026-07-26 14:26:06
Barbeque Nation,4.3,6680.0,"Besides Inox Cinemas, Metro Junction Mall","Mumbai, Kalyan",Maharashtra,IN,421306,+91 80 6405 8002,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJNxHuVs-V5zsRNP07hNFbbYY,19.2300194,73.123306,ChIJNxHuVs-V5zsRNP07hNFbbYY,9686499328968621364,True,2026-07-26 14:26:06
Barbeque Nation - Aurangabad - Prozone Mall,4.3,2609.0,"1st, Food Court, Prozone Mall, API Rd",Chhatrapati Sambhajinagar,Maharashtra,IN,431006,+91 80 6902 8736,Barbecue restaurant,https://www.barbequenation.com/restaurants/aurangabad/prozone-mall?utm_source=GMB&utm_medium=aurangabad&utm_campaign=GMB_aurangabad,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Aurangabad%20-%20Prozone%20Mall&query_place_id=ChIJD1N5jnij2zsRgz2InVbPAFc,19.8768531,75.3729279,ChIJD1N5jnij2zsRgz2InVbPAFc,6269238652216819075,True,2026-07-26 14:26:06
