record_id,promotion_id,title,category,posted_date,description,image_url,source_url,scraped_at
85,1536,A foodie's delight: Weekend dining at Barbeque Nation Pune,Discount & Offer,2024-07-11,"Weekends offer plenty of leisure time to students and working individuals. It is the perfect time to catch up with friends and spend quality time with family. And, what better way to relax than to have an incredible buffet dining experience with loved ones. That is why our restaurants are popular spots for foodies during the weekends, as they provide a relaxing atmosphere with an almost unending s",https://api.barbequenation.com/sites/default/files/2024-08/A%20foodie%27s%20delight%20Weekend%20dining%20at%20Barbeque%20Nation%20Pune.jpg,https://api.barbequenation.com/blog/foodies-delight-weekend-dining-barbeque-nation-pune,2026-07-30T07:46:41.718Z
86,1532,Barbeque Nation: Recognized as India's 14th Best Company To Work For,Chef Special / Festival,2024-07-11,"Introduction: Barbeque Nation, a leading restaurant chain in India, has been named the 14th Best Company To Work For by The Economic Times - Great Place To Work, India 2024. This accolade highlights our commitment to fostering a positive and supportive work culture where employees can thrive. 1. Creating a Positive Work Culture: Barbeque Nation believes that a motivated team is key to success. We ",https://api.barbequenation.com/sites/default/files/2024-08/Best%20place%20to%20work_Final.png,https://api.barbequenation.com/blog/barbeque-nation-recognized-indias-14th-best-company-work,2026-07-30T07:46:41.718Z
87,1598,Grill Your Way to Flavor Town at Barbeque Nation’s New Hyderabad Outlet,Discount & Offer,2024-07-09,"Barbeque Nation, proudly opens its newest outlet in Hyderabad Knowledge City, Sattva Groups. This latest addition brings an exciting fusion of flavors and an inviting ambience to the city. The Hyderabad outlet maintains Barbeque Nation’s hallmark all-you-can-eat dining experience, offering a diverse range of succulent kebabs, grilled delights, and classic favorites. Guests can savor popular dishes",https://api.barbequenation.com/sites/default/files/2024-10/BBQ_Website%20Banner_All%20Fest%20new_Hyderabad%20%28Salarpuria%29-21.jpg,https://api.barbequenation.com/news/grill-your-way-flavor-town-barbeque-nations-new-hyderabad-outlet,2026-07-30T07:46:41.718Z
88,1533,The History of barbeque buffets,Discount & Offer,2024-07-04,"Barbeque buffets have become a global phenomenon and they offer a seemingly endless parade of smoky, savoury delights. But where did this all-you-can-eat love affair with grilled meats begin? Here, we share the interesting history of barbeque buffets, tracing their evolution from humble beginnings to their current international popularity. 1. Origins of barbeque For millennia, humans have enjoyed ",https://api.barbequenation.com/sites/default/files/2024-08/The%20history%20of%20barbeque%20buffets.jpg,https://api.barbequenation.com/blog/history-barbeque-buffets,2026-07-30T07:46:41.718Z
89,1527,Why should you host unlimited buffet parties at Barbeque Nation for your team members?,Discount & Offer,2024-07-04,"Team celebrations are a fantastic way to boost morale, encourage collaboration and create lasting memories. When it comes to planning an unforgettable team event, you should look no further than Barbeque Nation! Here's why we are the ideal destination for your next unlimited buffet party. 1. 30+ delectable starters We offer an unparalleled spread of starters, boasting over 30 unique vegetarian and",https://api.barbequenation.com/sites/default/files/2024-08/Why%20should%20you%20host%20unlimited%20buffet%20parties%20at%20Barbeque%20Nation%20for%20your%20team%20members.jpg,https://api.barbequenation.com/blog/host-unlimited-buffet-at-barbeque-nation,2026-07-30T07:46:41.718Z
90,1518,Barbeque Nation wins the prestigious Food Service Award 2024 for Technology Implementation of the Year,Discount & Offer,2024-07-03,"We are proud to announce that Barbeque Nation, the restaurant chain bringing sizzling flavours to your plates, just won a prestigious award for Technology Implementation of the Year at the Food Service Award 2024. Have you ever wondered how we keep the grills hot and the service smooth? Here, we take a closer look at how our technology integration led to us winning the Food Service Award and how i",https://api.barbequenation.com/sites/default/files/2024-07/AWR02686.jpeg,https://api.barbequenation.com/blog/barbeque-nation-wins-food-service-award-of-2024,2026-07-30T07:46:41.718Z
91,1607,Barbeque Nation Ranks 14th in India’s Best Companies to Work For: A Recipe for Success!,Chef Special / Festival,2024-07-01,"Barbeque Nation, one of India’s most beloved restaurant chains, has been recognized as the 14th Best Company To Work For by The Economic Times - Great Place To Work, India 2024. This prestigious accolade highlights the brand's unwavering commitment to fostering a positive and dynamic work culture, where employees feel valued, motivated, and inspired every day. Barbeque Nation’s success in creating",https://api.barbequenation.com/sites/default/files/2024-09/BBQ_Website%20Banner_All%20Fest%20new_Great%20Place%20to%20work-19.jpg,https://api.barbequenation.com/news/barbeque-nation-ranks-14th-indias-best-companies-work-recipe-success,2026-07-30T07:46:41.718Z
92,1575,Mango Tango Fest: A Summer Celebration of the King of Fruits at Barbeque Nation,Chef Special / Festival,2024-06-22,"At Barbeque Nation, celebrating seasonal flavors is a core tradition, and this summer’s highlight was the Mango Tango Fest. This special event, dedicated to the king of fruits, mango, featured an exclusive menu of mango-inspired dishes across all their buffet restaurants. The Mango Tango Fest showcased a variety of delightful mango recipes, including the tangy Kachche Aam Ki Chutney, zesty Mango S",https://api.barbequenation.com/sites/default/files/2024-09/BBQ_Website%20Banner_All%20Fest%20new_Mango%20Tango%20Fest-05.jpg,https://api.barbequenation.com/news/mango-tango-fest-summer-celebration-king-fruits-barbeque-nation,2026-07-30T07:46:41.718Z
93,1572,Kunal Vijayakar’s Culinary Adventure at Barbeque Nation’s Dawat-e-Lucknow Festival,Discount & Offer,2024-05-18,"Kunal Vijaykar, the well-known Indian broadcaster, food writer, and television personality, recently indulged in a culinary journey at Barbeque Nation's Dawat-e-Lucknow festival. This festival, designed to celebrate the rich and flavorful traditions of Awadhi cuisine, showcased the best of Lucknowi dishes, capturing the absolute essence of the region's famous culinary techniques. In his new episod",https://api.barbequenation.com/sites/default/files/2024-09/BBQ_Website%20Banner_All%20Fest%20new_Kunal%20Vijaykar%20%28Daawat-e-Lucknow%29-13.jpg,https://api.barbequenation.com/news/kunal-vijayakars-culinary-adventure-barbeque-nations-dawat-e-lucknow-festival,2026-07-30T07:46:41.718Z
94,1500,"Barbeque Nation Nation expands its presence in Vile Parle, Mumbai",Discount & Offer,2024-05-18,"Exciting news for food enthusiasts! Barbeque Nation has launched a new outlet in Vile Parle East, and it’s quickly becoming a favorite among locals. If you’re searching for restaurants near me, this spot should top your list. Known as one of the best restaurants in Vile Parle, it boasts a stunning ambience with elegant decor, warm lighting, and comfortable seating that creates a welcoming atmosphe",https://api.barbequenation.com/sites/default/files/2024-10/Websit%20Banner_Vile%20Parle%20Mumbai%20new.jpg,https://api.barbequenation.com/news/barbeque-nation-nation-expands-its-presence-vile-parle-mumbai,2026-07-30T07:46:41.718Z
95,1573,Daawat-e-Lucknow: A Lavish Tribute to Awadhi Flavors at Barbeque Nation,Chef Special / Festival,2024-05-14,"Barbeque Nation recently paid tribute to the rich culinary traditions of Lucknow with its Dawat-e-Lucknow festival. This special event celebrated the essence of Awadhi cuisine, offering guests an authentic taste of traditional dishes that define Lucknow’s gastronomic heritage. The highlight of the festival was a variety of mouth-watering kebabs, expertly crafted using traditional Awadhi techniques",https://api.barbequenation.com/sites/default/files/2024-09/BBQ_Website%20Banner_All%20Fest%20new_Dawat-e-Lucknow-11.jpg,https://api.barbequenation.com/news/daawat-e-lucknow-lavish-tribute-awadhi-flavors-barbeque-nation,2026-07-30T07:46:41.718Z
96,1574,Celebrating the OG Buffet Makers: A Mother’s Day Tribute at Barbeque Nation,Chef Special / Festival,2024-05-11,"For 18 years, Barbeque Nation, recognized as one of the best barbecue restaurants, has been perfecting the art of the buffet to create memorable dining experiences. Reflecting on this journey, the brand draws inspiration from the true masters of crafting feasts—mothers around the world. This Mother’s Day, Barbeque Nation is honoring these incredible women, the original buffet makers, who have been",https://api.barbequenation.com/sites/default/files/2024-09/BBQ_Website%20Banner_All%20Fest%20new_Mother%27s%20Day-27.jpg,https://api.barbequenation.com/news/celebrating-og-buffet-makers-mothers-day-tribute-barbeque-nation,2026-07-30T07:46:41.718Z
97,1571,Barbeque Nation hosts Iftar Fest for underprivileged kids across the country,Chef Special / Festival,2024-04-11,"This Ramadan, Barbeque Nation hosted the Ramadan Extravaganza, a vibrant food festival celebrating the spirit of the holy month. Known as one of the best grill restaurants in the country, Barbeque Nation curated a feast of traditional favorites and tantalizing treats, offering guests an unforgettable dining experience. As part of the Ramadan Extravaganza, Barbeque Nation organized a special Iftar ",https://api.barbequenation.com/sites/default/files/2024-09/BBQ_Website%20Banner_All%20Fest%20new_Iftar%20Fest-07.jpg,https://api.barbequenation.com/news/barbeque-nation-hosts-iftar-fest-underprivileged-kids-across-country,2026-07-30T07:46:41.718Z
98,1495,"Barbeque Nation Nation expands its presence in Marina Mall, Chennai",Brand Event / Promotion,2024-03-27,"Step into the expanded realm of Barbeque Nation within Marina Mall, Chennai, where a lavish spread of grilled specialties, sumptuous buffets, and divine desserts awaits. This culinary sanctuary presents a varied menu catering to both vegetarians and meat lovers, promising a delightful dining odyssey. Guests are invited to partake in an engaging experience as they take charge of grilling their own ",https://api.barbequenation.com/sites/default/files/2024-05/Web%20banner_Marina%20Mall%2C%20Chennai%201.jpg,https://api.barbequenation.com/news/barbeque-nation-nation-expands-its-presence-marina-mall-chennai,2026-07-30T07:46:41.718Z
99,1427,Barbeque Nation Nation opens its first outlet in Muzaffarpur,Discount & Offer,2023-12-02,"Barbeque Nation proudly presents its newest restaurant in Muzaffarpur, featuring an extensive selection of grilled specialties, buffet offerings, and delectable desserts. This establishment offers a diverse menu, catering to both vegetarians and non-vegetarians, coupled with an engaging dining experience. Patrons have the unique opportunity to personally grill their starters. The sophisticated amb",https://api.barbequenation.com/sites/default/files/2024-02/Web%20Banner_%201440x768_Muzaffarpur_0.jpg,https://api.barbequenation.com/news/barbeque-nation-nation-opens-its-first-outlet-muzaffarpur,2026-07-30T07:46:41.718Z
100,1426,Barbeque Nation Nation opens its first outlet in Bahrain,Chef Special / Festival,2023-09-02,"Barbeque Nation is delighted to unveil its first-ever dining establishment in Manama, Bahrain. This novel venue promises a rich gastronomic journey, featuring an expansive array of grilling options, buffet offerings, and delightful desserts. Embracing a diverse culinary palette, the menu boasts a tantalizing selection of both vegetarian and non-vegetarian delicacies. With an interactive dining for",https://api.barbequenation.com/sites/default/files/2024-02/Web%20Banner_%201440x768_Bahrain.jpg,https://api.barbequenation.com/news/barbeque-nation-nation-opens-its-first-outlet-bahrain,2026-07-30T07:46:41.718Z
